chr	start	end	strand	gene
chr1	155306865	155310865	+	FDPS
chr1	155977560	155981560	-	ARHGEF2
chr1	155976175	155980175	-	ARHGEF2
chr1	155855214	155859214	-	GON4L
chr1	155687090	155691090	+	DAP3
chr1	155857400	155861400	-	GON4L
chr1	155976545	155980545	-	ARHGEF2
chr1	155976547	155980547	-	ARHGEF2
chr1	155560803	155564803	-	ASH1L
chr1	155306747	155310747	+	FDPS
chr1	155977290	155981290	-	ARHGEF2
chr1	156080572	156084572	+	LMNA
chr1	155687093	155691093	+	DAP3
chr1	156498775	156502775	-	MEF2D
chr1	157043742	157047742	-	ARHGEF11
chr1	157044903	157048903	-	ARHGEF11
chr1	157698769	157702769	-	FCRL3
chr1	157818120	157822120	-	FCRL1
chr1	157550515	157554515	-	FCRL5
chr1	157991272	157995272	+	KIRREL1
chr1	157991644	157995644	+	KIRREL1
chr1	158463561	158467561	+	OR10K1
chr1	160149602	160153602	+	ATP1A4
chr1	160341250	160345250	-	COPA
chr1	160068160	160072160	-	KCNJ10
chr1	161213294	161217294	+	FCER1G
chr1	161312380	161316380	+	SDHC
chr1	160577496	160581496	-	CD84
chr1	160709822	160713822	-	CD48
chr1	161087558	161091558	-	NECTIN4
chr1	160794173	160798173	+	LY9
chr1	160709851	160713851	-	CD48
chr1	160577516	160581516	-	CD84
chr1	162022465	162026465	-	OLFML2B
chr1	161764319	161768319	+	ATF6
chr1	162067690	162071690	+	NOS1AP
chr1	162410136	162414136	-	SH2D1B
chr1	162630463	162634463	+	DDR2
chr1	163200916	163204916	-	RGS5
chr1	162629974	162633974	+	DDR2
chr1	162788701	162792701	+	HSD17B7
chr1	163319791	163323791	-	RGS5
chr1	162628862	162632862	+	DDR2
chr1	165443355	165447355	-	RXRG
chr1	165422984	165426984	-	RXRG
chr1	165443126	165447126	-	RXRG
chr1	165354241	165358241	-	LMX1A
chr1	165354715	165358715	-	LMX1A
chr1	166164755	166168755	-	FAM78B
chr1	167516529	167520529	-	CD247
chr1	167628231	167632231	+	RCSD1
chr1	167092074	167096074	+	STYXL2
chr1	166837474	166841474	+	POGK
chr1	167218884	167222884	+	POU2F1
chr1	166973581	166977581	+	MAEL
chr1	167327069	167331069	+	POU2F1
chr1	167218885	167222885	+	POU2F1
chr1	167628192	167632192	+	RCSD1
chr1	167934238	167938238	+	DCAF6
chr1	167912134	167916134	-	ADCY10
chr1	167934558	167938558	+	DCAF6
chr1	168278876	168282876	+	TBX19
chr1	169628124	169632124	-	SELP
chr1	169483944	169487944	-	SLC19A2
chr1	169483970	169487970	-	SLC19A2
chr1	169365963	169369963	-	NME7
chr1	169365797	169369797	-	NME7
chr1	170072695	170076695	-	KIFAP3
chr1	170066915	170070915	-	KIFAP3
chr1	170072738	170076738	-	KIFAP3
chr1	171740065	171744065	-	VAMP4
chr1	171483529	171487529	+	PRRC2C
chr1	170933470	170937470	+	MROH9
chr1	173822132	173826132	-	CENPL
chr1	173991072	173995072	-	RC3H1
chr1	173822639	173826639	-	CENPL
chr1	173601072	173605072	-	SLC9C2
chr1	174020357	174024357	-	RC3H1
chr1	174273099	174277099	+	RABGAP1L
chr1	174157519	174161519	+	RABGAP1L
chr1	174698994	174702994	+	RABGAP1L
chr1	174698538	174702538	+	RABGAP1L
chr1	174872418	174876418	+	RABGAP1L
chr1	174797737	174801737	+	RABGAP1L
chr1	174157413	174161413	+	RABGAP1L
chr1	174962777	174966777	+	RABGAP1L
chr1	175741595	175745595	-	TNR
chr1	176461174	176465174	+	PAPPA2
chr1	177162712	177166712	-	ASTN1
chr1	177162904	177166904	-	ASTN1
chr1	178036007	178040007	-	CRYZL2P-SEC16B
chr1	178723243	178727243	+	RALGPS2
chr1	178511108	178515108	+	TEX35
chr1	178723146	178727146	+	RALGPS2
chr1	179024123	179028123	+	FAM20B
chr1	179023803	179027803	+	FAM20B
chr1	179227677	179231677	-	ABL2
chr1	179023893	179027893	+	FAM20B
chr1	178339450	178343450	+	RASAL2
chr1	179227684	179231684	-	ABL2
chr1	179573948	179577948	-	NPHS2
chr1	179952809	179956809	+	CEP350
chr1	179363970	179367970	+	AXDND1
chr1	180630021	180634021	+	XPR1
chr1	181020870	181024870	-	STX6
chr1	181021121	181025121	-	STX6
chr1	181481516	181485516	+	CACNA1E
chr1	182059712	182063712	-	ZNF648
chr1	183021419	183025419	+	LAMC1
chr1	182837346	182841346	+	DHX9
chr1	183184263	183188263	+	LAMC2
chr1	182587256	182591256	-	RNASEL
chr1	183416380	183420380	-	NMNAT2
chr1	183803119	183807119	+	RGL1
chr1	184035728	184039728	-	COLGALT2
chr1	183633783	183637783	-	ARPC5
chr1	183634108	183638108	+	RGL1
chr1	185155059	185159059	+	SWT1
chr1	185155166	185159166	+	SWT1
chr1	185043557	185047557	+	RNF2
chr1	184972508	184976508	-	NIBAN1
chr1	186373837	186377837	+	ODR4
chr1	186373757	186377757	+	ODR4
chr1	185732390	185736390	+	HMCN1
chr1	186826948	186830948	+	PLA2G4A
chr1	190475864	190479864	-	BRINP3
chr1	190474010	190478010	-	BRINP3
chr1	193057611	193061611	+	RO60
chr1	193057873	193061873	+	RO60
chr1	193120030	193124030	+	CDC73
chr1	196650042	196654042	+	CFH
chr1	196606440	196610440	-	KCNT2
chr1	196975555	196979555	+	CFHR5
chr1	197773480	197777480	-	DENND1B
chr1	197266251	197270251	+	CRB1
chr1	197910504	197914504	+	LHX9
chr1	197266203	197270203	+	CRB1
chr1	197199503	197203503	+	CRB1
chr1	197915371	197919371	+	LHX9
chr1	198636967	198640967	+	PTPRC
chr1	198637039	198641039	+	PTPRC
chr1	200040824	200044824	+	NR5A2
chr1	200025709	200029709	+	NR5A2
chr1	200408036	200412036	-	ZNF281
chr1	201188823	201192823	+	IGFN1
chr1	200737571	200741571	+	CAMSAP2
chr1	201110426	201114426	-	CACNA1S
chr1	201646321	201650321	+	NAV1
chr1	202191989	202195989	+	LGR6
chr1	201827156	201831156	+	IPO9
chr1	202212154	202216154	+	LGR6
chr1	202201711	202205711	+	LGR6
chr1	203125725	203129725	+	ADORA1
chr1	202807470	202811470	-	KDM5B
chr1	203024490	203028490	+	PPFIA4
chr1	202926599	202930599	-	KLHL12
chr1	202641453	202645453	-	SYT2
chr1	202925234	202929234	-	KLHL12
chr1	202806421	202810421	-	KDM5B
chr1	202460713	202464713	+	PPP1R12B
chr1	202708454	202712454	-	SYT2
chr1	204357929	204361929	-	PLEKHA6
chr1	203793622	203797622	+	ZC3H11A
chr1	203624831	203628831	+	ATP2B4
chr1	203625936	203629936	+	ATP2B4
chr1	204071114	204075114	+	SOX13
chr1	204211988	204215988	-	GOLT1A
chr1	203624786	203628786	+	ATP2B4
chr1	204826651	204830651	+	NFASC
chr1	205254200	205258200	+	TMCC2
chr1	205244495	205248495	+	TMCC2
chr1	205255196	205259196	+	TMCC2
chr1	205420056	205424056	-	LEMD1
chr1	205227714	205231714	+	TMCC2
chr1	204942225	204946225	+	NFASC
chr1	205225945	205229945	+	TMCC2
chr1	205226930	205230930	+	TMCC2
chr1	206201540	206205540	+	SRGAP2
chr1	205941456	205945456	-	SLC26A9
chr1	205941460	205945460	-	SLC26A9
chr1	207452327	207456327	+	CR2
chr1	207319677	207323677	+	CD55
chr1	206968460	206972460	-	FCAMR
chr1	207086859	207090859	+	C4BPB
chr1	207087238	207091238	+	C4BPB
chr1	206768772	206772772	+	IL19
chr1	206682904	206686904	+	MAPKAPK2
chr1	207087282	207091282	+	C4BPB
chr1	206826876	206830876	+	IL19
chr1	206968625	206972625	-	FCAMR
chr1	208242384	208246384	-	PLXNA2
chr1	209581713	209585713	+	CAMK1G
chr1	210235285	210239285	+	SERTAD4
chr1	209936173	209940173	+	SYT14
chr1	209936216	209940216	+	SYT14
chr1	210326905	210330905	+	HHAT
chr1	210327365	210331365	+	HHAT
chr1	210326251	210330251	+	HHAT
chr1	209825971	209829971	+	UTP25
chr1	210230795	210234795	+	SERTAD4
chr1	210326901	210330901	+	HHAT
chr1	211257365	211261365	+	RCOR3
chr1	211257276	211261276	+	RCOR3
chr1	211257946	211261946	+	RCOR3
chr1	212563333	212567333	+	ATF3
chr1	212033660	212037660	-	INTS7
chr1	212283409	212287409	+	PPP2R5A
chr1	212789777	212793777	-	NSL1
chr1	212033557	212037557	-	INTS7
chr1	212299857	212303857	+	PPP2R5A
chr1	212033747	212037747	+	DTL
chr1	212033552	212037552	+	DTL
chr1	213049232	213053232	+	RPS6KC1
chr1	213049240	213053240	+	RPS6KC1
chr1	214279158	214283158	+	SMYD2
chr1	214549602	214553602	-	PTPN14
chr1	213986532	213990532	+	PROX1
chr1	213985972	213989972	+	PROX1
chr1	215565303	215569303	+	KCTD3
chr1	215080736	215084736	+	KCNK2
chr1	215003541	215007541	+	KCNK2
chr1	216721472	216725472	-	ESRRG
chr1	216721429	216725429	-	ESRRG
chr1	216937673	216941673	-	ESRRG
chr1	216803385	216807385	-	ESRRG
chr1	217629343	217633343	+	SPATA17
chr1	217629090	217633090	-	GPATCH2
chr1	218343283	218347283	+	TGFB2
chr1	218343335	218347335	+	TGFB2
chr1	220087788	220091788	-	BPNT1
chr1	219957098	219961098	-	SLC30A10
chr1	220087853	220091853	-	BPNT1
chr1	220526135	220530135	+	MARK1
chr1	220526182	220530182	+	MARK1
chr1	222587933	222591933	-	TAF1A
chr1	222813038	222817038	+	DISP1
chr1	222813080	222817080	+	DISP1
chr1	222710491	222714491	-	AIDA
chr1	222926423	222930423	+	DISP1
chr1	224328189	224332189	-	NVL
chr1	223699592	223703592	+	CAPN2
chr1	224112110	224116110	+	FBXO28
chr1	224328172	224332172	-	NVL
chr1	223710538	223714538	+	CAPN2
chr1	223663701	223667701	-	CAPN8
chr1	224614316	224618316	+	CNIH3
chr1	224432848	224436848	+	CNIH3
chr1	224927674	224931674	+	DNAH14
chr1	225651123	225655123	-	ENAH
chr1	225808123	225812123	+	EPHX1
chr1	225823353	225827353	+	EPHX1
chr1	226406093	226410093	-	PARP1
chr1	225822210	225826210	+	EPHX1
chr1	227316492	227320492	-	CDC42BPA
chr1	226868615	226872615	+	PSEN2
chr1	226868571	226872571	+	PSEN2
chr1	228206129	228210129	+	OBSCN
chr1	227945932	227949932	-	WNT9A
chr1	228206043	228210043	+	OBSCN
chr1	228456102	228460102	+	H2BU1
chr1	229506341	229510341	-	NUP133
chr1	230424332	230428332	-	PGBD5
chr1	230065237	230069237	+	GALNT2
chr1	230055788	230059788	+	GALNT2
chr1	231160927	231164927	+	TRIM67
chr1	230976861	230980861	-	TTC13
chr1	231336292	231340292	+	SPRTN
chr1	232628133	232632133	-	SIPA1L2
chr1	232628496	232632496	-	SIPA1L2
chr1	233293725	233297725	-	PCNX2
chr1	234212210	234216210	+	SLC35F3
chr1	233902675	233906675	+	SLC35F3
chr1	235325487	235329487	-	ARID4B
chr1	235365359	235369359	+	TBCE
chr1	235326179	235330179	-	ARID4B
chr1	235365426	235369426	+	TBCE
chr1	235159250	235163250	-	RBM34
chr1	235864906	235868906	-	LYST
chr1	235881708	235885708	-	LYST
chr1	236063090	236067090	-	NID1
chr1	236793291	236797291	+	MTR
chr1	236392285	236396285	+	EDARADD
chr1	236684453	236688453	+	ACTN2
chr1	236602516	236606516	-	HEATR1
chr1	236793280	236797280	+	MTR
chr1	236684498	236688498	+	ACTN2
chr1	236140538	236144538	+	GPR137B
chr1	236393412	236397412	+	EDARADD
chr1	237040183	237044183	+	RYR2
chr1	239627072	239631072	+	CHRM3
chr1	239384567	239388567	+	CHRM3
chr1	240610155	240614155	-	GREM2
chr1	241650280	241654280	+	WDR64
chr1	241530377	241534377	+	KMO
chr1	241955766	241959766	+	BECN2
chr1	243253406	243257406	-	CEP170
chr1	243253281	243257281	-	CEP170
chr1	243841282	243845282	-	AKT3
chr1	243849079	243853079	-	AKT3
chr1	244051204	244055204	+	ZBTB18
chr1	243841584	243845584	-	AKT3
chr1	244046938	244050938	+	ZBTB18
chr1	243848243	243852243	-	AKT3
chr1	244049282	244053282	+	ZBTB18
chr1	244449909	244453909	-	ADSS2
chr1	244459272	244463272	+	CATSPERE
chr1	244833305	244837305	+	COX20
chr1	244833475	244837475	+	COX20
chr1	244450060	244454060	-	ADSS2
chr1	244968328	244972328	+	EFCAB2
chr1	244459370	244463370	+	CATSPERE
chr1	244833657	244837657	+	COX20
chr1	244967868	244971868	+	EFCAB2
chr1	244968389	244972389	+	EFCAB2
chr1	245986551	245990551	-	SMYD3
chr1	246353540	246357540	-	SMYD3
chr1	247076811	247080811	-	ZNF670
chr1	246564261	246568261	-	TFB2M
chr1	247746158	247750158	-	OR14A2
chr1	247935028	247939028	+	OR2L13
chr1	67090	71090	+	OR4F5
chr1	449678	453678	-	OR4F29
chr1	449678	453678	-	OR4F16
chr1	449678	453678	-	OR4F3
chr1	684654	688654	-	OR4F16
chr1	684654	688654	-	OR4F29
chr1	684654	688654	-	OR4F3
chr1	957256	961256	-	NOC2L
chr1	964481	968481	+	PLEKHN1
chr1	998097	1002097	-	HES4
chr1	980093	984093	-	PERM1
chr1	923730	927730	+	SAMD11
chr1	979173	983173	-	PERM1
chr1	1011496	1015496	+	ISG15
chr1	958583	962583	+	KLHL17
chr1	921922	925922	+	SAMD11
chr1	1114089	1118089	-	C1orf159
chr1	1072306	1076306	-	RNF223
chr1	1212153	1216153	-	TNFRSF4
chr1	1204592	1208592	-	TNFRSF18
chr1	1305930	1309930	-	ACAP3
chr1	1271854	1275854	-	UBE2J2
chr1	1244722	1248722	-	C1QTNF12
chr1	1230001	1234001	-	SDF4
chr1	1177680	1181680	+	TTLL10
chr1	1278435	1282435	+	SCNN1D
chr1	1230236	1234236	+	B3GALT6
chr1	1373207	1377207	-	AURKAIP1
chr1	1347418	1351418	-	DVL1
chr1	1419444	1423444	-	ANKRD65
chr1	1397335	1401335	-	CCNL2
chr1	1322660	1326660	-	INTS11
chr1	1424127	1428127	+	TMEM88B
chr1	1329279	1333279	+	TAS1R3
chr1	1322687	1326687	-	INTS11
chr1	1419276	1423276	-	ANKRD65
chr1	1397342	1401342	-	CCNL2
chr1	1356547	1360547	-	MXRA8
chr1	1356794	1360794	-	MXRA8
chr1	1359799	1363799	-	MXRA8
chr1	1361541	1365541	-	MXRA8
chr1	1405293	1409293	-	MRPL20
chr1	1322801	1326801	+	CPTP
chr1	1396342	1400342	-	CCNL2
chr1	1356555	1360555	-	MXRA8
chr1	1538624	1542624	-	TMEM240
chr1	1447688	1451688	+	ATAD3C
chr1	1475848	1479848	+	ATAD3B
chr1	1510529	1514529	+	ATAD3A
chr1	1469764	1473764	+	ATAD3B
chr1	1510161	1514161	+	ATAD3A
chr1	1630172	1634172	+	MMP23B
chr1	1657004	1661004	-	CDK11B
chr1	1598135	1602135	-	FNDC10
chr1	1613499	1617499	+	MIB2
chr1	1690795	1694795	-	SLC35E2B
chr1	1613854	1617854	+	MIB2
chr1	1613414	1617414	+	MIB2
chr1	1776470	1780470	-	NADK
chr1	1743999	1747999	-	SLC35E2A
chr1	1778031	1782031	-	NADK
chr1	1776816	1780816	-	NADK
chr1	1756642	1760642	-	NADK
chr1	1913259	1917259	+	CALML6
chr1	1917279	1921279	-	TMEM52
chr1	2017344	2021344	+	GABRD
chr1	2192772	2196772	-	FAAP20
chr1	2102715	2106715	+	PRKCZ
chr1	2205733	2209733	-	FAAP20
chr1	2192775	2196775	-	FAAP20
chr1	2210720	2214720	-	FAAP20
chr1	2226318	2230318	+	SKI
chr1	2410564	2414564	-	PEX10
chr1	2389840	2393840	+	RER1
chr1	2411827	2415827	-	PEX10
chr1	2584776	2588776	+	PRXL2B
chr1	2524596	2528596	-	PANK4
chr1	2554364	2558364	+	TNFRSF14
chr1	2528263	2532263	-	HES5
chr1	3019466	3023466	+	ACTRT2
chr1	3452664	3456664	+	ARHGEF16
chr1	3623014	3627014	+	TPRG1L
chr1	3648103	3652103	-	WRAP73
chr1	3688671	3692671	+	TP73
chr1	3696045	3700045	+	TP73
chr1	3770748	3774748	+	SMIM1
chr1	3794498	3798498	-	LRRC47
chr1	3750449	3754449	+	CCDC27
chr1	3855475	3859475	+	DFFB
chr1	3855211	3859211	-	CEP104
chr1	3855266	3859266	+	DFFB
chr1	3898272	3902272	-	C1orf174
chr1	6043887	6047887	+	KCNAB2
chr1	6032687	6036687	+	KCNAB2
chr1	6242178	6246178	+	HES3
chr1	6197595	6201595	-	RPL22
chr1	6233964	6237964	-	ICMT
chr1	6259098	6263098	-	GPR153
chr1	6204118	6208118	+	RNF207
chr1	6417919	6421919	-	HES2
chr1	6488580	6492580	-	PLEKHG5
chr1	6489667	6493667	-	PLEKHG5
chr1	6464195	6468195	-	TNFRSF25
chr1	6495412	6499412	-	PLEKHG5
chr1	6483469	6487469	-	PLEKHG5
chr1	6422775	6426775	+	ESPN
chr1	6495231	6499231	-	PLEKHG5
chr1	6518092	6522092	-	PLEKHG5
chr1	6483954	6487954	-	PLEKHG5
chr1	6464173	6468173	-	TNFRSF25
chr1	6577993	6581993	+	ZBTB48
chr1	6600869	6604869	-	KLHL21
chr1	6553306	6557306	+	TAS1R1
chr1	6622864	6626864	+	THAP3
chr1	6623149	6627149	+	THAP3
chr1	6611730	6615730	+	PHF13
chr1	7782290	7786290	+	PER3
chr1	7851065	7855065	-	UTS2
chr1	7782428	7786428	+	PER3
chr1	7769295	7773295	+	VAMP3
chr1	7851491	7855491	-	UTS2
chr1	7938839	7942839	-	TNFRSF9
chr1	7959653	7963653	+	PARK7
chr1	7959710	7963710	+	PARK7
chr1	8024309	8028309	-	ERRFI1
chr1	8316113	8320113	+	SLC45A1
chr1	8876686	8880686	-	ENO1
chr1	8943867	8947867	+	CA6
chr1	9024345	9028345	-	SLC2A7
chr1	9127102	9131102	-	GPR157
chr1	9237846	9241846	+	H6PD
chr1	9232773	9236773	+	H6PD
chr1	9586910	9590910	+	TMEM201
chr1	9821965	9825965	-	CLSTN1
chr1	9822526	9826526	-	CLSTN1
chr1	9941391	9945391	-	LZIC
chr1	9908269	9912269	-	CTNNBIP1
chr1	9995227	9999227	+	RBP7
chr1	10228763	10232763	+	KIF1B
chr1	10470529	10474529	-	DFFA
chr1	10397063	10401063	+	PGD
chr1	10428432	10432432	+	CENPS-CORT
chr1	10448030	10452030	+	CORT
chr1	10428432	10432432	+	CENPS
chr1	10428749	10432749	+	CENPS-CORT
chr1	10980037	10984037	-	C1orf127
chr1	10964687	10968687	-	C1orf127
chr1	11058018	11062018	-	SRM
chr1	11010653	11014653	+	TARDBP
chr1	11097869	11101869	-	EXOSC10
chr1	11045239	11049239	-	MASP2
chr1	11187354	11191354	+	ANGPTL7
chr1	11271197	11275197	+	UBIAD1
chr1	11652856	11656856	+	FBXO44
chr1	11652406	11656406	+	FBXO44
chr1	11652429	11656429	-	FBXO2
chr1	11652876	11656876	+	FBXO44
chr1	11734135	11738135	+	AGTRAP
chr1	11689621	11693621	-	MAD2L2
chr1	11689709	11693709	+	DRAXIN
chr1	11760192	11764192	+	C1orf167
chr1	11679148	11683148	-	MAD2L2
chr1	11734084	11738084	+	AGTRAP
chr1	11845783	11849783	-	NPPA
chr1	11804190	11808190	+	CLCN6
chr1	11856945	11860945	-	NPPB
chr1	11924427	11928427	-	KIAA2013
chr1	12017497	12021497	+	MIIP
chr1	11932716	11936716	+	PLOD1
chr1	11978180	11982180	+	MFN2
chr1	11978443	11982443	+	MFN2
chr1	12061302	12065302	+	TNFRSF8
chr1	12061376	12065376	+	TNFRSF8
chr1	12642084	12646084	+	AADACL4
chr1	12744199	12748199	+	C1orf158
chr1	12714109	12718109	+	AADACL3
chr1	12789396	12793396	+	PRAMEF1
chr1	12792690	12796690	+	PRAMEF1
chr1	12771737	12775737	+	PRAMEF12
chr1	12829410	12833410	-	PRAMEF11
chr1	12945580	12949580	-	PRAMEF6
chr1	12846720	12850720	-	HNRNPCL1
chr1	12884201	12888201	-	PRAMEF4
chr1	12855085	12859085	+	PRAMEF2
chr1	12896270	12900270	-	PRAMEF10
chr1	12914646	12918646	+	PRAMEF7
chr1	13054575	13058575	-	PRAMEF27
chr1	13071677	13075677	+	PRAMEF26
chr1	13071677	13075677	+	PRAMEF25
chr1	13058768	13062768	+	HNRNPCL3
chr1	13059160	13063160	+	HNRNPCL4
chr1	13114854	13118854	-	HNRNPCL2
chr1	13151111	13155111	-	PRAMEF26
chr1	13151111	13155111	-	PRAMEF25
chr1	13173280	13177280	+	PRAMEF9
chr1	13224112	13228112	-	PRAMEF22
chr1	13164023	13168023	-	HNRNPCL3
chr1	13168218	13172218	+	PRAMEF27
chr1	13199409	13203409	-	PRAMEF13
chr1	13224154	13228154	-	PRAMEF18
chr1	13163631	13167631	-	HNRNPCL4
chr1	13252176	13256176	+	PRAMEF5
chr1	13283137	13287137	-	PRAMEF8
chr1	13301538	13305538	+	PRAMEF33
chr1	13345134	13349134	-	PRAMEF14
chr1	13313580	13317580	+	PRAMEF15
chr1	13387631	13391631	+	PRAMEF17
chr1	13408449	13412449	+	PRAMEF20
chr1	13581756	13585756	+	PDPN
chr1	13583459	13587459	+	PDPN
chr1	13581831	13585831	+	PDPN
chr1	14943918	14947918	+	KAZN
chr1	15407887	15411887	+	EFHD2
chr1	15436442	15440442	+	CTRC
chr1	15522445	15526445	-	CASP9
chr1	15524847	15528847	+	DNAJC16
chr1	15474103	15478103	+	CELA2B
chr1	15524812	15528812	+	DNAJC16
chr1	15522790	15526790	-	CASP9
chr1	15583051	15587051	-	AGMAT
chr1	15522215	15526215	-	CASP9
chr1	15657712	15661712	+	RSC1A1
chr1	15615457	15619457	+	DDI2
chr1	15756794	15760794	+	FBLIM1
chr1	15740498	15744498	+	TMEM82
chr1	15762498	15766498	+	FBLIM1
chr1	15754637	15758637	+	FBLIM1
chr1	15805699	15809699	-	UQCRHL
chr1	15734257	15738257	+	SLC25A34
chr1	15974132	15978132	-	ZBTB17
chr1	15974101	15978101	-	ZBTB17
chr1	16071651	16075651	-	FAM131C
chr1	16020035	16024035	+	CLCNKA
chr1	16016043	16020043	-	HSPB7
chr1	16046761	16050761	+	CLCNKB
chr1	16041781	16045781	+	CLCNKB
chr1	16017594	16021594	-	HSPB7
chr1	16002235	16006235	+	SRARP
chr1	16154069	16158069	-	EPHA2
chr1	16210652	16214652	-	ARHGEF19
chr1	16235183	16239183	-	CPLANE2
chr1	16435424	16439424	-	SPATA21
chr1	16438671	16442671	+	NECAP2
chr1	16438723	16442723	+	NECAP2
chr1	16611564	16615564	-	NBPF1
chr1	16762480	16766480	-	MST1L
chr1	17009928	17013928	-	ATP13A2
chr1	16978620	16982620	-	MFAP2
chr1	16979586	16983586	-	MFAP2
chr1	16919930	16923930	+	CROCC
chr1	16978678	16982678	-	MFAP2
chr1	17117451	17121451	-	PADI2
chr1	17203127	17207127	+	PADI1
chr1	17247097	17251097	+	PADI3
chr1	17306196	17310196	+	PADI4
chr1	17370195	17374195	+	PADI6
chr1	18857660	18861660	-	TAS1R2
chr1	18954676	18958676	-	IFFO2
chr1	19249524	19253524	-	EMC1
chr1	19249804	19253804	+	MRTO4
chr1	19310325	19314325	+	SLC66A1
chr1	19286770	19290770	-	AKR7A3
chr1	19310146	19314146	-	AKR7A2
chr1	19310144	19314144	-	AKR7A2
chr1	19643765	19647765	+	NBL1
chr1	19643371	19647371	+	NBL1
chr1	19641713	19645713	+	NBL1
chr1	19594978	19598978	+	MICOS10
chr1	19642310	19646310	+	NBL1
chr1	19641228	19645228	+	NBL1
chr1	19641408	19645408	+	NBL1
chr1	19645609	19649609	+	NBL1
chr1	19594978	19598978	+	MICOS10-NBL1
chr1	19594976	19598976	+	MICOS10
chr1	19662874	19666874	+	HTR6
chr1	19813283	19817283	-	RNF186
chr1	19880394	19884394	+	OTUD3
chr1	19978434	19982434	-	PLA2G2A
chr1	19977659	19981659	-	PLA2G2A
chr1	20137322	20141322	+	PLA2G2F
chr1	20117536	20121536	-	PLA2G2D
chr1	20068193	20072193	+	PLA2G5
chr1	20117566	20121566	-	PLA2G2D
chr1	20184095	20188095	+	UBXN10
chr1	20506151	20510151	-	MUL1
chr1	20484210	20488210	-	CAMK2N1
chr1	20550572	20554572	+	FAM43B
chr1	20587096	20591096	+	CDA
chr1	20631457	20635457	+	PINK1
chr1	20659369	20663369	-	DDOST
chr1	20784652	20788652	-	HP1BP3
chr1	20785307	20789307	-	HP1BP3
chr1	20730703	20734703	-	SH2D5
chr1	20784666	20788666	-	HP1BP3
chr1	20784672	20788672	-	HP1BP3
chr1	21438136	21442136	+	NBPF3
chr1	21506983	21510983	+	ALPL
chr1	21507422	21511422	+	ALPL
chr1	21549269	21553269	+	ALPL
chr1	21810264	21814264	+	LDLRAD2
chr1	21999656	22003656	+	CELA3A
chr1	21975021	21979021	+	CELA3B
chr1	22050708	22054708	+	CDC42
chr1	22141097	22145097	-	WNT4
chr1	22449850	22453850	+	ZBTB40
chr1	22641632	22645632	+	C1QC
chr1	22634627	22638627	+	C1QA
chr1	22634761	22638761	+	C1QA
chr1	22561488	22565488	+	EPHA8
chr1	22651235	22655235	+	C1QB
chr1	22970866	22974866	-	LACTBL1
chr1	23013852	23017852	-	TEX46
chr1	23166858	23170858	-	LUZP1
chr1	23166856	23170856	-	LUZP1
chr1	23422748	23426748	-	TCEA3
chr1	23367836	23371836	-	ZNF436
chr1	23366386	23370386	-	ZNF436
chr1	23557501	23561501	-	ID3
chr1	23529233	23533233	-	E2F2
chr1	23689778	23693778	+	RPL11
chr1	23689805	23693805	+	RPL11
chr1	23798754	23802754	-	GALE
chr1	23741365	23745365	+	ELOA
chr1	23789144	23793144	+	LYPLA2
chr1	23823429	23827429	-	HMGCL
chr1	23823459	23827459	-	HMGCL
chr1	23776417	23780417	+	PITHD1
chr1	23797547	23801547	-	GALE
chr1	23798578	23802578	-	GALE
chr1	23978327	23982327	-	SRSF10
chr1	23911362	23915362	-	CNR2
chr1	23957827	23961827	+	PNRC2
chr1	24110135	24114135	-	MYOM3
chr1	24141140	24145140	-	IL22RA1
chr1	24185289	24189289	-	IFNLR1
chr1	24321039	24325039	+	GRHL3
chr1	24317356	24321356	+	GRHL3
chr1	24413801	24417801	+	NIPAL3
chr1	24413749	24417749	+	NIPAL3
chr1	24414024	24418024	+	NIPAL3
chr1	24411486	24415486	+	NIPAL3
chr1	24512313	24516313	+	RCAN3
chr1	24554086	24558086	+	NCMAP
chr1	24641301	24645301	+	SRRM1
chr1	24641558	24645558	+	SRRM1
chr1	24641578	24645578	+	SRRM1
chr1	25230502	25234502	-	SYF2
chr1	25245454	25249454	-	RSRP1
chr1	25418914	25422914	-	RHCE
chr1	25336333	25340333	+	TMEM50A
chr1	25428896	25432896	+	MACO1
chr1	25428857	25432857	+	MACO1
chr1	25798192	25802192	+	SELENON
chr1	25694154	25698154	+	MAN1C1
chr1	25857458	25861458	-	AUNIP
chr1	25904419	25908419	-	STMN1
chr1	25873708	25877708	-	PAQR7
chr1	25904153	25908153	-	STMN1
chr1	25857457	25861457	-	AUNIP
chr1	25904877	25908877	-	STMN1
chr1	26044118	26048118	-	SLC30A2
chr1	26065630	26069630	-	TRIM63
chr1	26019774	26023774	+	EXTL1
chr1	25996063	26000063	-	PAFAH2
chr1	26109823	26113823	+	PDIK1L
chr1	26109164	26113164	+	PDIK1L
chr1	26166963	26170963	-	C1orf232
chr1	26166582	26170582	-	C1orf232
chr1	26157078	26161078	+	FAM110D
chr1	26167907	26171907	+	ZNF593
chr1	26175490	26179490	+	CNKSR1
chr1	26188601	26192601	+	CATSPER4
chr1	26278085	26282085	+	SH3BGRL3
chr1	26232199	26236199	+	CEP85
chr1	26315957	26319957	+	CD52
chr1	26304704	26308704	-	UBXN11
chr1	26267278	26271278	+	CEP85
chr1	26316265	26320265	-	UBXN11
chr1	26430281	26434281	+	DHDDS
