chr	start_promoter	end_promoter	strand	gene_name
chr1	133348510	133352510	+	REN1
chr1	133361572	133365572	+	ETNK2
chr1	133422377	133426377	-	SOX13
chr1	133608291	133612291	-	SNRPE
chr1	133659380	133663380	-	ZC3H11A
chr1	133659318	133663318	-	GM38394
chr1	133658885	133662885	-	ZBED6
chr1	133688108	133692108	-	LAX1
chr1	133799041	133803041	-	ATP2B4
chr1	133905999	133909999	-	OPTC
chr1	133919414	133923414	-	PRELP
chr1	134035254	134039254	+	FMOD
chr1	134077120	134081120	-	BTG2
chr1	134109242	134113242	+	CHIT1
chr1	134180176	134184176	+	CHIL1
chr1	134191448	134195448	+	MYBPH
chr1	134233431	134237431	-	ADORA1
chr1	134287989	134291989	+	MYOG
chr1	134330928	134334928	-	PPFIA4
chr1	134359979	134363979	-	TMEM183A
chr1	134383940	134387940	+	4933406M09RIK
chr1	134403559	134407559	+	CYB5R1
chr1	134413378	134417378	+	ADIPOR1
chr1	134453531	134457531	+	KLHL12
chr1	134492648	134496648	+	RABIF
chr1	134547682	134551682	-	MGAT4E
chr1	134558171	134562171	+	KDM5B
chr1	134644677	134648677	+	SYT2
chr1	134953942	134957942	-	PPP1R12B
chr1	134960565	134964565	+	UBE2T
chr1	135103276	135107276	-	LGR6
chr1	135130700	135134700	+	PTPN7
chr1	135144824	135148824	+	ARL8A
chr1	135165681	135169681	-	GPR37L1
chr1	135256568	135260568	-	ELF3
chr1	135282084	135286084	-	RNPEP
chr1	135311778	135315778	-	TIMM17A
chr1	135322807	135326807	+	LMOD1
chr1	135373237	135377237	-	SHISA4
chr1	135428499	135432499	-	IPO9
chr1	135605295	135609295	-	NAV1
chr1	135718061	135722061	+	CSRP1
chr1	135764119	135768119	+	PHLDA3
chr1	135777434	135781434	+	TNNI1
chr1	135816598	135820598	+	LAD1
chr1	135834354	135838354	+	TNNT2
chr1	135917207	135921207	-	PKP1
chr1	136004342	136008342	-	IGFN1
chr1	136006150	136010150	+	TMEM9
chr1	136048804	136052804	+	ASCL5
chr1	136050750	136054750	+	CACNA1S
chr1	136129389	136133389	+	KIF21B
chr1	136232264	136236264	-	5730559C18RIK
chr1	136258873	136262873	-	GPR25
chr1	136344104	136348104	-	CAMSAP2
chr1	136413271	136417271	+	DDX59
chr1	136464343	136468343	+	KIF14
chr1	136622901	136626901	+	ZFP281
chr1	136958448	136962448	-	NR5A2
chr1	138173708	138177708	-	PTPRC
chr1	138271738	138275738	+	ATP6V1G3
chr1	138618141	138622141	-	NEK7
chr1	138846577	138850577	-	LHX9
chr1	138854852	138858852	-	2310009B15RIK
chr1	138961435	138965435	+	DENND1B
chr1	139375100	139379100	-	CRB1
chr1	139420288	139424288	+	ZBTB41
chr1	139452772	139456772	+	ASPM
chr1	139499702	139503702	+	F13B
chr1	139558272	139562272	-	CFHR1
chr1	139779243	139783243	-	GM4788
chr1	139856702	139860702	-	CFHR2
chr1	140181764	140185764	-	CFH
chr1	140244158	140248158	+	KCNT2
chr1	143700893	143704893	-	CDC73
chr1	143638664	143642664	+	B3GALT2
chr1	143714338	143718338	+	GLRX2
chr1	143775068	143779068	-	TROVE2
chr1	143775272	143779272	+	UCHL5
chr1	144002161	144006161	-	RGS2
chr1	144175372	144179372	-	RGS13
chr1	144247242	144251242	-	RGS1
chr1	144565667	144569667	-	RGS21
chr1	144773435	144777435	-	RGS18
chr1	146492760	146496760	+	BRINP3
chr1	149959290	149963290	-	PLA2G4A
chr1	150098031	150102031	+	PTGS2
chr1	150317417	150321417	+	PDC
chr1	150391080	150395080	-	BC003331
chr1	150390838	150394838	+	TPR
chr1	150464165	150468165	-	PRG4
chr1	150991435	150995435	-	HMCN1
chr1	151342477	151346477	+	IVNS1ABP
chr1	151426455	151430455	-	SWT1
chr1	151426542	151430542	+	TRMT1L
chr1	151498955	151502955	-	RNF2
chr1	151569186	151573186	+	FAM129A
chr1	151753371	151757371	+	EDEM3
chr1	152088125	152092125	-	1700025G04RIK
chr1	152384688	152388688	-	TSEN15
chr1	152397830	152401830	+	COLGALT2
chr1	152764351	152768351	-	RGL1
chr1	152748551	152752551	+	APOBEC4
chr1	152764542	152768542	+	ARPC5
chr1	152798194	152802194	+	NCF2
chr1	152900646	152904646	-	SMG7
chr1	152952993	152956993	+	NMNAT2
chr1	153184447	153188447	-	LAMC2
chr1	153330786	153334786	-	LAMC1
chr1	153423162	153427162	+	SHCBP1L
chr1	153485660	153489660	-	DHX9
chr1	153548045	153552045	-	NPL
chr1	153651025	153655025	+	RGS8
chr1	153738349	153742349	+	RGS16
chr1	153747426	153751426	+	RNASEL
chr1	153842142	153846142	-	RGSL1
chr1	153898228	153902228	-	TEDDM2
chr1	153872345	153876345	+	TEDDM1B
chr1	153889742	153893742	+	TEDDM1A
chr1	153897944	153901944	+	GLUL
chr1	154199187	154203187	+	ZFP648
chr1	154882501	154886501	-	CACNA1E
chr1	155097636	155101636	-	IER5
chr1	155144814	155148814	-	MR1
chr1	155156715	155160715	+	STX6
chr1	155242444	155246444	-	BC034090
chr1	155415415	155419415	-	XPR1
chr1	155556120	155560120	+	ACBD6
chr1	155749684	155753684	-	LHX4
chr1	155810889	155814889	-	QSOX1
chr1	155971255	155975255	-	CEP350
chr1	156034480	156038480	-	TOR1AIP1
chr1	156033403	156037403	+	TOR1AIP2
chr1	156203026	156207026	-	FAM163A
chr1	156301664	156305664	-	TDRD5
chr1	156308727	156312727	+	NPHS2
chr1	156419159	156423159	-	AXDND1
chr1	156364040	156368040	+	GM2000
chr1	156472331	156476331	-	SOAT1
chr1	156522012	156526012	+	GM10031
chr1	156556786	156560786	+	ABL2
chr1	156672356	156676356	-	TOR3A
chr1	156717086	156721086	-	FAM20B
chr1	156937626	156941626	-	RALGPS2
chr1	156836562	156840562	+	ANGPTL1
chr1	157106680	157110680	-	TEX35
chr1	157410595	157414595	-	RASAL2
chr1	157456577	157460577	+	BC026585
chr1	157504728	157508728	+	SEC16B
chr1	158354326	158358326	-	BRINP2
chr1	158360273	158364273	+	ASTN1
chr1	158978490	158982490	-	PAPPA2
chr1	159230320	159234320	+	RFWD2
chr1	159521769	159525769	+	TNR
chr1	160042382	160046382	+	4930523C07RIK
chr1	160151580	160155580	-	TNN
chr1	160193215	160197215	+	MRPS14
chr1	160210875	160214875	-	CACYBP
chr1	160791211	160795211	-	RABGAP1L
chr1	160904418	160908418	+	RC3H1
chr1	160976585	160980585	+	SERPINC1
chr1	161032849	161036849	-	ZBTB37
chr1	161068658	161072658	-	DARS2
chr1	161068713	161072713	+	CENPL
chr1	161129511	161133511	-	KLHL20
chr1	161140691	161144691	+	ANKRD45
chr1	161249219	161253219	-	PRDX6
chr1	161393409	161397409	+	TNFSF4
chr1	161492655	161496655	+	TNFSF18
chr1	161786495	161790495	-	FASL
chr1	161874682	161878682	-	SUCO
chr1	161977636	161981636	-	4930558K02RIK
chr1	161967186	161971186	+	PIGC
chr1	162476034	162480034	-	DNM3
chr1	162546551	162550551	-	METTL13
chr1	162568515	162572515	+	VAMP4
chr1	162637155	162641155	+	MYOC
chr1	162656219	162660219	-	7420461P10RIK
chr1	162738556	162742556	-	PRRC2C
chr1	162811972	162815972	-	FMO4
chr1	162864610	162868610	-	FMO1
chr1	162896726	162900726	-	FMO2
chr1	162935515	162939515	-	FMO6
chr1	162982528	162986528	-	FMO3
chr1	163083670	163087670	-	MROH9
chr1	163311710	163315710	-	PRRX1
chr1	163401669	163405669	-	GORAB
chr1	163723232	163727232	-	METTL11B
chr1	163777583	163781583	+	KIFAP3
chr1	163927100	163931100	+	SCYL3
chr1	163992796	163996796	-	BC055324
chr1	163992889	163996889	+	METTL18
chr1	164046234	164050234	+	SELE
chr1	164059982	164063982	+	SELL
chr1	164113264	164117264	+	SELP
chr1	164149838	164153838	+	F5
chr1	164247046	164251046	+	SLC19A2
chr1	164273585	164277585	+	CCDC181
chr1	164305489	164309489	-	BLZF1
chr1	164302121	164306121	+	NME7
chr1	164456355	164460355	-	ATP1B1
chr1	164794644	164798644	+	DPT
chr1	164933527	164937527	-	XCL1
chr1	165158773	165162773	-	TBX19
chr1	165192438	165196438	-	SFT2D2
chr1	165234996	165238996	-	TIPRL
chr1	165293789	165297789	+	GPR161
chr1	165458475	165462475	-	DCAF6
chr1	165458637	165462637	+	MPC2
chr1	165483183	165487183	+	ADCY10
chr1	165632538	165636538	-	MPZL1
chr1	165707757	165711757	-	RCSD1
chr1	165761746	165765746	+	CREG1
chr1	165786681	165790681	+	CD247
chr1	166000678	166004678	-	POU2F1
chr1	166125922	166129922	-	DUSP27
chr1	166128238	166132238	+	GPA33
chr1	166236747	166240747	-	MAEL
chr1	166252139	166256139	+	ILDR2
chr1	166377097	166381097	+	TADA1
chr1	166407863	166411863	-	POGK
chr1	166495588	166499588	-	GM4846
chr1	166645693	166649693	-	GM4847
chr1	166679845	166683845	-	FMO9
chr1	166999417	167003417	+	FAM78B
chr1	167283320	167287320	-	UCK2
chr1	167306378	167310378	+	TMCO1
chr1	167347991	167351991	+	ALDH9A1
chr1	167391841	167395841	-	MGST3
chr1	167464780	167468780	-	LRRC52
chr1	167596384	167600384	+	RXRG
chr1	167687237	167691237	+	LMX1A
chr1	168430270	168434270	-	PBX1
chr1	169529464	169533464	-	NUF2
chr1	169653501	169657501	+	RGS5
chr1	169745642	169749642	-	RGS4
chr1	169926648	169930648	+	CCDC190
chr1	169967241	169971241	-	HSD17B7
chr1	170108762	170112762	-	DDR2
chr1	170172957	170176957	-	UAP1
chr1	170213397	170217397	-	UHMK1
chr1	170230749	170234749	+	SH2D1B2
chr1	170275320	170279320	+	SH2D1B1
chr1	170304332	170308332	-	GM7694
chr1	170587861	170591861	-	NOS1AP
chr1	170306803	170310803	+	1700015E13RIK
chr1	170642532	170646532	+	OLFML2B
chr1	170865771	170869771	-	ATF6
chr1	170883540	170887540	-	DUSP12
chr1	170883065	170887065	+	GM26620
chr1	170910941	170914941	-	FCRLB
chr1	170925583	170929583	-	FCRLA
chr1	170974547	170978547	-	FCGR2B
chr1	171016920	171020920	+	FCGR4
chr1	171062935	171066935	-	FCGR3
chr1	171111918	171115918	+	CFAP126
chr1	171148603	171152603	-	SDHC
chr1	171148711	171152711	+	MPZ
chr1	171194268	171198268	-	PCP4L1
chr1	171211970	171215970	+	NR1I3
chr1	171220514	171224514	-	TOMM40L
chr1	171223054	171227054	+	APOA2
chr1	171232365	171236365	-	FCER1G
chr1	171249388	171253388	-	NDUFS2
chr1	171248421	171252421	+	ADAMTS4
chr1	171268328	171272328	+	B4GALT3
chr1	171279186	171283186	-	PPOX
chr1	171285991	171289991	-	USP21
chr1	171293024	171297024	-	UFC1
chr1	171327145	171331145	+	DEDD
chr1	171343646	171347646	-	NIT1
chr1	171343670	171347670	+	PFDN2
chr1	171358798	171362798	-	KLHDC9
chr1	171368099	171372099	+	NECTIN4
chr1	171386954	171390954	+	ARHGAP30
chr1	171409313	171413313	+	USF1
chr1	171416872	171420872	+	TSTD1
chr1	171435535	171439535	+	F11R
chr1	171501478	171505478	+	ALYREF2
chr1	171533294	171537294	-	ITLN1
chr1	171557193	171561193	+	CD244
chr1	171605410	171609410	-	LY9
chr1	171651035	171655035	-	SLAMF7
chr1	171680009	171684009	+	CD48
chr1	171765127	171769127	+	SLAMF1
chr1	171837697	171841697	+	CD84
chr1	171893664	171897664	+	GM10521
chr1	171915515	171919515	+	SLAMF6
chr1	172026444	172030444	-	VANGL2
chr1	172055573	172059573	-	NHLH1
chr1	172080795	172084795	-	NCSTN
chr1	172080529	172084529	+	COPA
chr1	172124755	172128755	+	PEX19
chr1	172146084	172150084	+	DCAF8
chr1	172204804	172208804	-	PEA15A
chr1	172217868	172221868	-	CASQ1
chr1	172256414	172260414	-	ATP1A4
chr1	172259641	172263641	+	IGSF8
chr1	172296064	172300064	-	ATP1A2
chr1	172327318	172331318	-	KCNJ9
chr1	172339210	172343210	+	KCNJ10
chr1	172374546	172378546	+	PIGM
chr1	172473358	172477358	+	SLAMF9
chr1	172479788	172483788	+	IGSF9
chr1	172498047	172502047	+	TAGLN2
chr1	172518801	172522801	+	CFAP45
chr1	172553938	172557938	+	VSIG8
chr1	172588568	172592568	-	SLAMF8
chr1	172600551	172604551	-	FCRL6
chr1	172630962	172634962	-	DUSP23
chr1	172696055	172700055	+	CRP
chr1	172893041	172897041	-	APCS
chr1	172954382	172958382	+	OLFR16
chr1	173135334	173139334	-	OLFR1408
chr1	173188635	173192635	-	OLFR1406
chr1	173201358	173205358	+	OLFR218
chr1	173213607	173217607	+	OLFR1404
chr1	173225214	173229214	-	FCER1A
chr1	173268147	173272147	+	OLFR418
chr1	173275777	173279777	-	MPTX2
chr1	173331750	173335750	-	ACKR1
chr1	173365695	173369695	-	CADM3
chr1	173348879	173352879	+	AIM2
chr1	173489041	173493041	-	GM4955
chr1	173533957	173537957	-	BC094916
chr1	173597274	173601274	-	PYDC4
chr1	173628917	173632917	+	PYHIN1
chr1	173671675	173675675	+	PYDC3
chr1	173739809	173743809	-	AI607873
chr1	173764943	173768943	-	IFI204
chr1	173940491	173944491	-	MNDAL
chr1	173911046	173915046	-	MNDA
chr1	173940672	173944672	-	IFI203
chr1	173980744	173984744	-	IFI202B
chr1	174029810	174033810	-	IFI205
chr1	174039118	174043118	+	OLFR433
chr1	174048375	174052375	+	OLFR432
chr1	174067300	174071300	+	OLFR430
chr1	174082331	174086331	+	OLFR429
chr1	174097460	174101460	+	OLFR427
chr1	174116014	174120014	-	OLFR231
chr1	174134746	174138746	+	OLFR424
chr1	174156722	174160722	+	OLFR420
chr1	174170776	174174776	+	SPTA1
chr1	174248976	174252976	-	OLFR419
chr1	174328518	174332518	+	MPTX1
chr1	174366919	174370919	+	OLFR417
chr1	174389046	174393046	+	OLFR248
chr1	174422126	174426126	+	OLFR414
chr1	174440159	174444159	+	OLFR220
chr1	174499825	174503825	+	FMN2
chr1	174919819	174923819	-	GREM2
chr1	175490500	175494500	-	RGS7
chr1	175623635	175627635	-	FH1
chr1	175618381	175622381	+	KMO
chr1	175690776	175694776	-	OPN3
chr1	175690901	175694901	-	CHML
chr1	175696593	175700593	+	WDR64
chr1	175878581	175882581	+	EXO1
chr1	175918329	175922329	+	GM38100
chr1	176273312	176277312	-	PLD5
chr1	175977114	175981114	-	RBM8A2
chr1	176812067	176816067	-	CEP170
chr1	176812660	176816660	+	SDCCAG8
chr1	177256203	177260203	-	AKT3
chr1	177440351	177444351	+	ZBTB18
chr1	177727814	177731814	+	1700016C15RIK
chr1	177794511	177798511	-	ADSS
chr1	177981423	177985423	+	GM16432
chr1	178185417	178189417	+	DESI2
chr1	178317130	178321130	+	COX20
chr1	178335797	178339797	-	HNRNPU
chr1	178404085	178408085	+	EFCAB2
chr1	178527125	178531125	+	KIF26B
chr1	179516041	179520041	-	SMYD3
chr1	179544267	179548267	-	TFB2M
chr1	179544370	179548370	+	CNST
chr1	179666210	179670210	+	SCCPDH
chr1	179743185	179747185	-	GM1305
chr1	179801680	179805680	-	AHCTF1
chr1	179801376	179805376	+	GM10518
chr1	179958472	179962472	+	CDC42BPA
chr1	180197602	180201602	-	ADCK3
chr1	180261438	180265438	-	PSEN2
chr1	180328485	180332485	+	ITPKB
chr1	180481504	180485504	-	6330403A02RIK
chr1	180566924	180570924	+	PARP1
chr1	180639150	180643150	+	LIN9
chr1	180695034	180699034	-	MIXL1
chr1	180724043	180728043	+	ACBD3
chr1	180811943	180815943	-	H3F3A
chr1	180849127	180853127	+	SDE2
chr1	180891108	180895108	+	LEFTY2
chr1	180902293	180906293	+	PYCR2
chr1	180933022	180937022	+	LEFTY1
chr1	180940344	180944344	+	TMEM63A
chr1	181018904	181022904	-	EPHX1
chr1	181049237	181053237	+	9130409I23RIK
chr1	181142204	181146204	-	NVL
chr1	181142693	181146693	+	CNIH4
chr1	181209552	181213552	-	WDR26
chr1	181350628	181354628	+	CNIH3
chr1	181509451	181513451	-	CCDC121
chr1	181574559	181578559	+	DNAH14
chr1	181841046	181845046	-	LBR
chr1	182017990	182021990	-	ENAH
chr1	182122737	182126737	+	SRP9
chr1	182156319	182160319	-	VMN1R1
chr1	182280804	182284804	-	DEGS1
chr1	182339629	182343629	-	FBXO28
chr1	182407172	182411172	+	TRP53BP2
chr1	182515608	182519608	-	CAPN2
chr1	182563007	182567007	+	CAPN8
chr1	182747180	182751180	-	CCDC185
chr1	182761860	182765860	+	SUSD4
chr1	182952788	182956788	+	TLR5
chr1	183219522	183223522	-	DISP1
chr1	183295269	183299269	-	BROX
chr1	183294590	183298590	+	AIDA
chr1	183367553	183371553	-	MIA3
chr1	183386981	183390981	+	TAF1A
chr1	183416215	183420215	+	HHIPL2
chr1	184011302	184015302	+	DUSP10
chr1	184032301	184036301	-	1700056E22RIK
chr1	184730619	184734619	-	HLX
chr1	184809313	184813313	-	MARC1
chr1	184844451	184848451	-	MARC2
chr1	184881218	184885218	-	C130074G19RIK
chr1	184997570	185001570	-	MARK1
chr1	185202117	185206117	+	RAB3GAP2
chr1	185327396	185331396	-	IARS2
chr1	185330149	185334149	+	BPNT1
chr1	185361044	185365044	+	EPRS
chr1	185452848	185456848	+	SLC30A10
chr1	186115310	186119310	-	LYPLAL1
chr1	186703989	186707989	-	TGFB2
chr1	186747358	186751358	-	RRP15
chr1	186965416	186969416	+	D1PAS1
chr1	187213465	187217465	-	SPATA17
chr1	187213508	187217508	+	GPATCH2
chr1	187606791	187610791	+	ESRRG
chr1	188260023	188264023	+	USH2A
chr1	189005841	189009841	-	KCTD3
chr1	189400273	189404273	-	KCNK2
chr1	189686086	189690086	-	CENPF
chr1	189726268	189730268	+	PTPN14
chr1	189920363	189924363	-	SMYD2
chr1	190168714	190172714	-	PROX1
chr1	190909770	190913770	-	RPS6KC1
chr1	190923112	190927112	+	ANGEL2
chr1	190977296	190981296	-	VASH2
chr1	191024158	191028158	-	MFSD7B
chr1	191034639	191038639	+	SPATA45
chr1	191060932	191064932	-	TATDN3
chr1	191061012	191065012	+	NSL1
chr1	191095847	191099847	+	BATF3
chr1	191162817	191166817	-	FAM71A
chr1	191216039	191220039	-	ATF3
chr1	191316194	191320194	-	NENF
chr1	191323912	191327912	+	TMEM206
chr1	191401272	191405272	-	PPP2R5A
chr1	191573544	191577544	-	DTL
chr1	191573636	191577636	+	INTS7
chr1	191715834	191719834	+	LPGAT1
chr1	191819444	191823444	+	NEK2
chr1	191904767	191908767	+	SLC30A1
chr1	191975370	191979370	+	RD3
chr1	192090559	192094559	-	TRAF5
chr1	192136062	192140062	-	RCOR3
chr1	192188774	192192774	+	KCNH1
chr1	192769223	192773223	-	HHAT
chr1	192853756	192857756	-	SERTAD4
chr1	193033775	193037775	-	SYT14
chr1	193128272	193132272	-	DIEXF
chr1	193151111	193155111	+	IRF6
chr1	193166046	193170046	+	A130010J15RIK
chr1	193199703	193203703	-	TRAF3IP3
chr1	193205699	193209699	+	LAMB3
chr1	193262075	193266075	-	HSD11B1
chr1	193271217	193275217	-	G0S2
chr1	193368298	193372298	-	CAMK1G
chr1	194616218	194620218	+	PLXNA2
chr1	194936819	194940819	+	CD34
chr1	195090249	195094249	-	CD46
chr1	195129586	195133586	-	CR1L
chr1	195174716	195178716	-	CR2
chr2	3112224	3116224	+	FAM171A1
chr2	3282212	3286212	+	NMT2
chr2	3330643	3334643	-	RPP38
chr2	3334168	3338168	+	ACBD7
chr2	3395210	3399210	-	OLAH
chr2	3420648	3424648	-	MEIG1
chr2	3422131	3426131	+	DCLRE1C
chr2	3473031	3477031	-	SUV39H2
chr2	3510814	3514814	-	HSPA14
chr2	3510790	3514790	-	HSPA14
chr2	3511030	3515030	+	CDNF
chr2	3611758	3615758	+	FAM107B
chr2	4015717	4019717	+	FRMD4A
chr2	4650113	4654113	-	PRPF18
chr2	4715831	4719831	+	BEND7
chr2	4879564	4883564	+	SEPHS1
chr2	4917019	4921019	+	PHYH
chr2	4974122	4978122	+	UCMA
chr2	5010791	5014791	-	MCM10
chr2	5062051	5066051	-	OPTN
chr2	5135776	5139776	+	CCDC3
chr2	5712515	5716515	-	CAMK1D
chr2	5843164	5847164	-	CDC123
chr2	5843019	5847019	+	NUDT5
chr2	5860934	5864934	-	GM13199
chr2	5893432	5897432	-	SEC61A2
chr2	5940792	5944792	-	DHTKD1
chr2	5949469	5953469	+	UPF2
chr2	6128211	6132211	-	PROSER2
chr2	6211033	6215033	-	ECHDC3
chr2	6320667	6324667	+	USP6NL
chr2	7507563	7511563	-	CELF2
chr2	9888034	9892034	-	GATA3
chr2	9879252	9883252	+	4930412O13RIK
chr2	9887540	9891540	-	9230102O04RIK
chr2	10046596	10050596	-	TAF3
chr2	10078510	10082510	-	ATP5C1
chr2	10078593	10082593	+	KIN
chr2	10129396	10133396	-	ITIH2
chr2	10151571	10155571	+	ITIH5
chr2	10368510	10372510	+	SFMBT2
chr2	11170108	11174108	+	PRKCQ
chr2	11552077	11556077	-	PFKFB3
chr2	11602153	11606153	-	RBM17
chr2	11624264	11628264	-	GM17490
chr2	11640807	11644807	+	IL2RA
chr2	11703290	11707290	+	IL15RA
chr2	11775582	11779582	-	FBXO18
chr2	11775876	11779876	+	ANKRD16
chr2	12299922	12303922	-	ITGA8
chr2	12417470	12421470	-	FAM188A
chr2	12922041	12926041	+	PTER
chr2	13009806	13013806	-	C1QL3
chr2	13269415	13273415	-	RSU1
chr2	13489813	13493813	-	CUBN
chr2	13542668	13546668	-	TRDMT1
chr2	13571927	13575927	+	VIM
chr2	13792064	13796064	-	ST8SIA6
chr2	14054135	14058135	-	HACD1
chr2	14072098	14076098	+	STAM
chr2	14172523	14176523	+	TMEM236
chr2	14227392	14231392	+	MRC1
chr2	14386316	14390316	+	SLC39A12
chr2	14601088	14605088	+	CACNB2
chr2	15053069	15057069	-	NSUN6
chr2	15047395	15051395	+	ARL5B
chr2	15524479	15528479	+	MALRD1
chr2	16354304	16358304	+	PLXDC2
chr2	17729464	17733464	-	NEBL
chr2	17994958	17998958	-	H2AFB1
chr2	18035737	18039737	-	A930004D18RIK
chr2	18047051	18051051	-	SKIDA1
chr2	18053237	18057237	+	MLLT10
chr2	18390830	18394830	-	DNAJC1
chr2	18670384	18674384	+	COMMD3
chr2	18675018	18679018	+	BMI1
chr2	18692032	18696032	+	SPAG6
chr2	18996126	19000126	-	PIP4K2A
chr2	18996343	19000343	+	4930426L09RIK
chr2	19197302	19201302	+	ARMC3
chr2	19369440	19373440	+	MSRB2
chr2	19443663	19447663	+	PTF1A
chr2	19551914	19555914	-	4921504E06RIK
chr2	19655752	19659752	+	OTUD1
chr2	19907780	19911780	+	ETL4
chr2	20966881	20970881	-	ARHGAP21
chr2	21203365	21207365	-	ENKUR
chr2	21203724	21207724	+	THNSL1
chr2	21365542	21369542	+	GPR158
chr2	22225503	22229503	+	MYO3A
chr2	22620205	22624205	+	GAD2
chr2	22772094	22776094	+	APBB1IP
chr2	22893522	22897522	+	PDSS1
chr2	23038241	23042241	-	ABI1
chr2	23066168	23070168	+	ACBD5
chr2	23154024	23158024	-	MASTL
chr2	23154369	23158369	+	YME1L1
chr2	23205476	23209476	+	4931423N10RIK
chr2	23319246	23323246	+	NXPH2
chr2	23570106	23574106	-	SPOPL
chr2	24047394	24051394	-	HNMT
chr2	24094595	24098595	-	TBPL2
chr2	24151161	24155161	+	IL1F8
chr2	24184476	24188476	+	IL1F9
chr2	24213418	24217418	+	IL1F6
chr2	24274954	24278954	+	IL1F5
chr2	24289196	24293196	+	IL1F10
chr2	24334853	24338853	+	IL1RN
chr2	24365580	24369580	+	PSD4
chr2	24473599	24477599	-	PAX8
chr2	24761152	24765152	-	CACNA1B
chr2	24917614	24921614	-	EHMT1
chr2	24933252	24937252	-	ARRDC1
chr2	24947792	24951792	+	ZMYND19
chr2	24960400	24964400	+	DPH7
chr2	24973098	24977098	-	MRPL41
chr2	24974033	24978033	+	PNPLA7
chr2	25052355	25056355	+	NSMF
chr2	25078304	25082304	+	ENTPD8
chr2	25093149	25097149	-	NOXA1
chr2	25178758	25182758	+	NRARP
chr2	25194886	25198886	-	TOR4A
chr2	25209489	25213489	-	NELFB
chr2	25212637	25216637	-	STPG3
chr2	25216745	25220745	+	FAM166A
chr2	25222702	25226702	-	TUBB4B
chr2	25232364	25236364	-	SLC34A3
chr2	25234787	25238787	-	RNF224
chr2	25240452	25244452	-	CYSRT1
chr2	25240255	25244255	+	RNF208
chr2	25254022	25258022	-	NDOR1
chr2	25253439	25257439	+	TMEM203
chr2	25260618	25264618	+	TPRN
chr2	25270438	25274438	-	SSNA1
chr2	25270478	25274478	+	ANAPC2
chr2	25286145	25290145	+	TMEM210
chr2	25287915	25291915	+	LRRC26
chr2	25317187	25321187	-	GRIN1
chr2	25330338	25334338	+	MAN1B1
chr2	25354359	25358359	-	DPP7
chr2	25363682	25367682	-	UAP1L1
chr2	25370321	25374321	+	SAPCD2
chr2	25393874	25397874	+	ENTPD2
chr2	25397351	25401351	+	NPDC1
chr2	25421267	25425267	+	FUT7
chr2	25426703	25430703	+	ABCA2
chr2	25459094	25463094	-	BC029214
chr2	25454838	25458838	+	CLIC3
chr2	25468046	25472046	-	PTGDS
chr2	25491911	25495911	-	LCN12
chr2	25499719	25503719	-	C8G
chr2	25498750	25502750	+	FBXW5
chr2	25544940	25548940	-	TRAF2
chr2	25555847	25559847	+	EDF1
chr2	25572845	25576845	-	MAMDC4
chr2	25573224	25577224	-	PHPT1
chr2	25579757	25583757	-	GM996
chr2	25606521	25610521	-	RABL6
chr2	25615678	25619678	-	CCDC183
chr2	25620005	25624005	-	TMEM141
chr2	25626030	25630030	-	FCNA
chr2	25651120	25655120	+	LCN8
chr2	25655952	25659952	+	LCN5
chr2	25674786	25678786	+	LCN6
chr2	25680726	25684726	+	LCN10
chr2	25698043	25702043	+	OBP2A
chr2	25704739	25708739	+	BMYC
chr2	25735009	25739009	+	OBP2B
chr2	25763569	25767569	+	LCN3
chr2	25775017	25779017	+	LCN11
chr2	25780257	25784257	+	GM13539
chr2	25813848	25817848	-	GLT6D1
chr2	25821153	25825153	+	LCN9
chr2	25845248	25849248	-	SOHLH1
chr2	25861734	25865734	+	KCNT1
chr2	25981282	25985282	-	CAMSAP1
chr2	26019747	26023747	-	UBAC1
chr2	26121220	26125220	-	NACC2
chr2	26206289	26210289	-	LHX3
chr2	26235525	26239525	-	QSOX2
chr2	26255554	26259554	-	C030048H21RIK
chr2	26292557	26296557	-	CCDC187
chr2	26313515	26317515	+	GPSM1
chr2	26350110	26354110	-	DNLZ
chr2	26358918	26362918	-	CARD9
chr2	26378653	26382653	-	SNAPC4
chr2	26387316	26391316	-	SDCCAG3
chr2	26387339	26391339	+	PMPCA
chr2	26407203	26411203	-	INPP5E
chr2	26443216	26447216	-	SEC16A
chr2	26514663	26518663	-	NOTCH1
chr2	26578014	26582014	+	EGFL7
chr2	26584639	26588639	+	GM20532
chr2	26602417	26606417	-	AGPAT2
chr2	26626457	26630457	+	FAM69B
chr2	26669282	26673282	-	LCN4
chr2	26862979	26866979	-	ABO
chr2	26900879	26904879	-	SURF6
chr2	26908677	26912677	-	MED22
chr2	26908764	26912764	+	RPL7A
